Optimal path [nodeId(time to the node):
36(0) -> 38(130) -> 28(117) -> 29(142) -> 5(134) -> 45(130) -> 25(143) -> 22(134) -> 14(153) -> 10(151) -> 41(136) -> 18(143) -> 4(142) -> 8(147) -> 42(149) -> 11(131) -> 1(159) -> 43(137) -> 44(146) -> 47(131) -> 3(139) -> 33(142) -> 35(146) -> 6(145) -> 20(138) -> 46(123) -> 16(133) -> 32(147) -> 21(159) -> 37(128) -> 15(142) -> 13(123) -> 48(138) -> 30(138) -> 23(155) -> 31(139) -> 39(116) -> 17(137) -> 12(166) -> 9(144) -> 0(157) -> 2(116) -> 24(138) -> 34(143) -> 7(140) -> 27(123) -> 49(122) -> 19(147) -> 40(135) -> 26(139)
Total time of delivery: 6813
The cost function value: 2042079

Statistics at the end of simulation: 
Residents: 2653253
Illness cases: 2042080 --> [76.9651442964542%]
Healthy residents: 611173 --> [23.034855703545798%]
Vaccinated residents611173 --> [23.034855703545798%]

Statistics of each node: 
id residentsNumber illnessCases healthyResidents vaccinated
36 51676 1 51675 51675
38 89747 4 89743 89743
28 85687 17 85670 85670
29 86455 89 86366 86366
5 90210 420 89790 89790
45 86355 1888 84467 84467
25 87768 9855 77913 77913
22 91889 46340 45549 45549
14 33326 33326 0 0
10 27278 27278 0 0
41 66159 66159 0 0
18 34212 34212 0 0
4 34099 34099 0 0
8 59097 59097 0 0
42 22928 22928 0 0
11 36243 36243 0 0
1 49826 49826 0 0
43 26088 26088 0 0
44 22955 22955 0 0
47 70879 70879 0 0
3 16050 16050 0 0
33 44211 44211 0 0
35 65482 65482 0 0
6 90185 90185 0 0
20 71926 71926 0 0
46 58433 58433 0 0
16 96804 96804 0 0
32 32778 32778 0 0
21 80840 80840 0 0
37 13995 13995 0 0
15 65892 65892 0 0
13 57370 57370 0 0
48 41563 41563 0 0
30 12230 12230 0 0
23 13962 13962 0 0
31 26553 26553 0 0
39 79510 79510 0 0
17 46965 46965 0 0
12 38389 38389 0 0
9 90298 90298 0 0
0 63772 63772 0 0
2 59636 59636 0 0
24 61926 61926 0 0
34 44159 44159 0 0
7 52412 52412 0 0
27 25692 25692 0 0
49 63359 63359 0 0
19 30140 30140 0 0
40 37916 37916 0 0
26 17928 17928 0 0

Statistics step by step: 
minute residentsNumber illnessCases healthyResidents vaccinated
0 2653253 50 2653203 51675
10 2653253 50 2653203 51675
20 2653253 50 2653203 51675
30 2653253 50 2653203 51675
40 2653253 50 2653203 51675
50 2653253 50 2653203 51675
60 2653253 99 2653154 51675
70 2653253 99 2653154 51675
80 2653253 99 2653154 51675
