Optimal path [nodeId(time to the node):
7(0) -> 0(139) -> 8(160) -> 1(138) -> 3(135) -> 5(123) -> 2(125) -> 9(138) -> 4(141) -> 6(143)
Total time of delivery: 1242
The cost function value: 83766

Statistics at the end of simulation: 
Residents: 405877
Illness cases: 166291 --> [40.97078671617263%]
Healthy residents: 239586 --> [59.02921328382737%]
Vaccinated residents239586 --> [59.02921328382737%]

Statistics of each node: 
id residentsNumber illnessCases healthyResidents vaccinated
7 90816 1 90815 90815
0 85881 63 85818 85818
8 70500 7547 62953 62953
1 19022 19022 0 0
3 12009 12009 0 0
5 23562 23562 0 0
2 16497 16497 0 0
9 55772 55772 0 0
4 13139 13139 0 0
6 18679 18679 0 0

Statistics step by step: 
minute residentsNumber illnessCases healthyResidents vaccinated
0 405877 10 405867 90815
10 405877 10 405867 90815
20 405877 10 405867 90815
30 405877 19 405858 90815
40 405877 28 405849 90815
50 405877 37 405840 90815
60 405877 55 405822 90815
70 405877 73 405804 90815
80 405877 91 405786 90815
90 405877 127 405750 90815
100 405877 172 405705 90815
110 405877 235 405642 90815
120 405877 325 405552 90815
130 405877 433 405444 90815
140 405877 584 405293 176633
150 405877 768 405109 176633
160 405877 1008 404869 176633
170 405877 1344 404533 176633
180 405877 1792 404085 176633
190 405877 2392 403485 176633
200 405877 3200 402677 176633
210 405877 4296 401581 176633
220 405877 5768 400109 176633
230 405877 7752 398125 176633
240 405877 10432 395445 176633
250 405877 14040 391837 176633
260 405877 18896 386981 176633
270 405877 25456 380421 176633
280 405877 34296 371581 176633
290 405877 46208 359669 176633
300 405877 62043 343834 239586
310 405877 80985 324892 239586
320 405877 103404 302473 239586
330 405877 125051 280826 239586
340 405877 136194 269683 239586
350 405877 145130 260747 239586
360 405877 157175 248702 239586
370 405877 166291 239586 239586
380 405877 166291 239586 239586
390 405877 166291 239586 239586
400 405877 166291 239586 239586
410 405877 166291 239586 239586
420 405877 166291 239586 239586
430 405877 166291 239586 239586
440 405877 166291 239586 239586
450 405877 166291 239586 239586
460 405877 166291 239586 239586
470 405877 166291 239586 239586
480 405877 166291 239586 239586
490 405877 166291 239586 239586
500 405877 166291 239586 239586
510 405877 166291 239586 239586
520 405877 166291 239586 239586
530 405877 166291 239586 239586
540 405877 166291 239586 239586
550 405877 166291 239586 239586
560 405877 166291 239586 239586
570 405877 166291 239586 239586
580 405877 166291 239586 239586
590 405877 166291 239586 239586
600 405877 166291 239586 239586
610 405877 166291 239586 239586
620 405877 166291 239586 239586
630 405877 166291 239586 239586
640 405877 166291 239586 239586
650 405877 166291 239586 239586
660 405877 166291 239586 239586
670 405877 166291 239586 239586
680 405877 166291 239586 239586
690 405877 166291 239586 239586
700 405877 166291 239586 239586
710 405877 166291 239586 239586
720 405877 166291 239586 239586
730 405877 166291 239586 239586
740 405877 166291 239586 239586
750 405877 166291 239586 239586
760 405877 166291 239586 239586
770 405877 166291 239586 239586
780 405877 166291 239586 239586
790 405877 166291 239586 239586
800 405877 166291 239586 239586
810 405877 166291 239586 239586
820 405877 166291 239586 239586
830 405877 166291 239586 239586
840 405877 166291 239586 239586
850 405877 166291 239586 239586
860 405877 166291 239586 239586
870 405877 166291 239586 239586
880 405877 166291 239586 239586
890 405877 166291 239586 239586
900 405877 166291 239586 239586
910 405877 166291 239586 239586
920 405877 166291 239586 239586
930 405877 166291 239586 239586
940 405877 166291 239586 239586
950 405877 166291 239586 239586
960 405877 166291 239586 239586
970 405877 166291 239586 239586
980 405877 166291 239586 239586
990 405877 166291 239586 239586
1000 405877 166291 239586 239586
1010 405877 166291 239586 239586
1020 405877 166291 239586 239586
1030 405877 166291 239586 239586
1040 405877 166291 239586 239586
1050 405877 166291 239586 239586
1060 405877 166291 239586 239586
1070 405877 166291 239586 239586
1080 405877 166291 239586 239586
1090 405877 166291 239586 239586
1100 405877 166291 239586 239586
1110 405877 166291 239586 239586
1120 405877 166291 239586 239586
1130 405877 166291 239586 239586
1140 405877 166291 239586 239586
1150 405877 166291 239586 239586
1160 405877 166291 239586 239586
1170 405877 166291 239586 239586
1180 405877 166291 239586 239586
1190 405877 166291 239586 239586
1200 405877 166291 239586 239586
1210 405877 166291 239586 239586
1220 405877 166291 239586 239586
1230 405877 166291 239586 239586
1240 405877 166291 239586 239586

