Optimal path [nodeId(time to the node):
36(0) -> 22(128) -> 16(111) -> 9(116) -> 43(126) -> 42(133) -> 45(130) -> 10(120) -> 46(133) -> 5(123) -> 7(124) -> 28(118) -> 41(114) -> 21(120) -> 34(120) -> 47(130) -> 1(139) -> 13(130) -> 3(117) -> 6(139) -> 44(133) -> 12(129) -> 40(125) -> 38(120) -> 8(124) -> 24(121) -> 15(126) -> 17(128) -> 30(136) -> 37(123) -> 31(130) -> 29(122) -> 39(136) -> 2(108) -> 33(131) -> 48(131) -> 26(112) -> 35(140) -> 27(147) -> 49(140) -> 14(138) -> 4(108) -> 25(130) -> 20(140) -> 23(131) -> 19(149) -> 32(128) -> 0(152) -> 18(144) -> 11(160)
Total time of delivery: 6313
1990 2653253 2364073 289180 289180
2000 2653253 2364073 289180 289180
2010 2653253 2364073 289180 289180
2020 2653253 2364073 289180 289180
2030 2653253 2364073 289180 289180
2040 2653253 2364073 289180 289180
2050 2653253 2364073 289180 289180
2060 2653253 2364073 289180 289180
2070 2653253 2364073 289180 289180
2080 2653253 2364073 289180 289180
2090 2653253 2364073 289180 289180
2100 2653253 2364073 289180 289180
2110 2653253 2364073 289180 289180
2120 2653253 2364073 289180 289180
2130 2653253 2364073 289180 289180
2140 2653253 2364073 289180 289180
2150 2653253 2364073 289180 289180
2160 2653253 2364073 289180 289180
2170 2653253 2364073 289180 289180
2180 2653253 2364073 289180 289180
2190 2653253 2364073 289180 289180
2200 2653253 2364073 289180 289180
2210 2653253 2364073 289180 289180
2220 2653253 2364073 289180 289180
2230 2653253 2364073 289180 289180
2240 2653253 2364073 289180 289180
2250 2653253 2364073 289180 289180
2260 2653253 2364073 289180 289180
2270 2653253 2364073 289180 289180
2280 2653253 2364073 289180 289180
2290 2653253 2364073 289180 289180
2300 2653253 2364073 289180 289180
2310 2653253 2364073 289180 289180
2320 2653253 2364073 289180 289180
2330 2653253 2364073 289180 289180
2340 2653253 2364073 289180 289180
2350 2653253 2364073 289180 289180
2360 2653253 2364073 289180 289180
2370 2653253 2364073 289180 289180
2380 2653253 2364073 289180 289180
2390 2653253 2364073 289180 289180
2400 2653253 2364073 289180 289180
2410 2653253 2364073 289180 289180
2420 2653253 2364073 289180 289180
2430 2653253 2364073 289180 289180
2440 2653253 2364073 289180 289180
2450 2653253 2364073 289180 289180
2460 2653253 2364073 289180 289180
2470 2653253 2364073 289180 289180
2480 2653253 2364073 289180 289180
2490 2653253 2364073 289180 289180
2500 2653253 2364073 289180 289180
2510 2653253 2364073 289180 289180
2520 2653253 2364073 289180 289180
2530 2653253 2364073 289180 289180
2540 2653253 2364073 289180 289180
2550 2653253 2364073 289180 289180
2560 2653253 2364073 289180 289180
2570 2653253 2364073 289180 289180
2580 2653253 2364073 289180 289180
2590 2653253 2364073 289180 289180
2600 2653253 2364073 289180 289180
2610 2653253 2364073 289180 289180
2620 2653253 2364073 289180 289180
2630 2653253 2364073 289180 289180
2640 2653253 2364073 289180 289180
2650 2653253 2364073 289180 289180
2660 2653253 2364073 289180 289180
2670 2653253 2364073 289180 289180
2680 2653253 2364073 289180 289180
2690 2653253 2364073 289180 289180
2700 2653253 2364073 289180 289180
2710 2653253 2364073 289180 289180
2720 2653253 2364073 289180 289180
2730 2653253 2364073 289180 289180
2740 2653253 2364073 289180 289180
2750 2653253 2364073 289180 289180
2760 2653253 2364073 289180 289180
2770 2653253 2364073 289180 289180
2780 2653253 2364073 289180 289180
2790 2653253 2364073 289180 289180
2800 2653253 2364073 289180 289180
2810 2653253 2364073 289180 289180
2820 2653253 2364073 289180 289180
2830 2653253 2364073 289180 289180
2840 2653253 2364073 289180 289180
2850 2653253 2364073 289180 289180
2860 2653253 2364073 289180 289180
2870 2653253 2364073 289180 289180
2880 2653253 2364073 289180 289180
2890 2653253 2364073 289180 289180
2900 2653253 2364073 289180 289180
2910 2653253 2364073 289180 289180
2920 2653253 2364073 289180 289180
2930 2653253 2364073 289180 289180
2940 2653253 2364073 289180 289180
2950 2653253 2364073 289180 289180
2960 2653253 2364073 289180 289180
2970 2653253 2364073 289180 289180
2980 2653253 2364073 289180 289180
2990 2653253 2364073 289180 289180
3000 2653253 2364073 289180 289180
3010 2653253 2364073 289180 289180
3020 2653253 2364073 289180 289180
3030 2653253 2364073 289180 289180
3040 2653253 2364073 289180 289180
3050 2653253 2364073 289180 289180
3060 2653253 2364073 289180 289180
3070 2653253 2364073 289180 289180
3080 2653253 2364073 289180 289180
3090 2653253 2364073 289180 289180
3100 2653253 2364073 289180 289180
3110 2653253 2364073 289180 289180
3120 2653253 2364073 289180 289180
3130 2653253 2364073 289180 289180
3140 2653253 2364073 289180 289180
3150 2653253 2364073 289180 289180
3160 2653253 2364073 289180 289180
3170 2653253 2364073 289180 289180
3180 2653253 2364073 289180 289180
3190 2653253 2364073 289180 289180
3200 2653253 2364073 289180 289180
3210 2653253 2364073 289180 289180
3220 2653253 2364073 289180 289180
3230 2653253 2364073 289180 289180
3240 2653253 2364073 289180 289180
3250 2653253 2364073 289180 289180
3260 2653253 2364073 289180 289180
3270 2653253 2364073 289180 289180
3280 2653253 2364073 289180 289180
3290 2653253 2364073 289180 289180
3300 2653253 2364073 289180 289180
3310 2653253 2364073 289180 289180
3320 2653253 2364073 289180 289180
3330 2653253 2364073 289180 289180
3340 2653253 2364073 289180 289180
3350 2653253 2364073 289180 289180
3360 2653253 2364073 289180 289180
3370 2653253 2364073 289180 289180
3380 2653253 2364073 289180 289180
3390 2653253 2364073 289180 289180
3400 2653253 2364073 289180 289180
3410 2653253 2364073 289180 289180
3420 2653253 2364073 289180 289180
3430 2653253 2364073 289180 289180
3440 2653253 2364073 289180 289180
3450 2653253 2364073 289180 289180
3460 2653253 2364073 289180 289180
3470 2653253 2364073 289180 289180
3480 2653253 2364073 289180 289180
3490 2653253 2364073 289180 289180
3500 2653253 2364073 289180 289180
3510 2653253 2364073 289180 289180
3520 2653253 2364073 289180 289180
3530 2653253 2364073 289180 289180
3540 2653253 2364073 289180 289180
3550 2653253 2364073 289180 289180
3560 2653253 2364073 289180 289180
3570 2653253 2364073 289180 289180
3580 2653253 2364073 289180 289180
3590 2653253 2364073 289180 289180
3600 2653253 2364073 289180 289180
3610 2653253 2364073 289180 289180
3620 2653253 2364073 289180 289180
3630 2653253 2364073 289180 289180
3640 2653253 2364073 289180 289180
3650 2653253 2364073 289180 289180
3660 2653253 2364073 289180 289180
3670 2653253 2364073 289180 289180
3680 2653253 2364073 289180 289180
3690 2653253 2364073 289180 289180
3700 2653253 2364073 289180 289180
3710 2653253 2364073 289180 289180
3720 2653253 2364073 289180 289180
3730 2653253 2364073 289180 289180
3740 2653253 2364073 289180 289180
3750 2653253 2364073 289180 289180
3760 2653253 2364073 289180 289180
3770 2653253 2364073 289180 289180
3780 2653253 2364073 289180 289180
3790 2653253 2364073 289180 289180
3800 2653253 2364073 289180 289180
3810 2653253 2364073 289180 289180
3820 2653253 2364073 289180 289180
3830 2653253 2364073 289180 289180
3840 2653253 2364073 289180 289180
3850 2653253 2364073 289180 289180
3860 2653253 2364073 289180 289180
3870 2653253 2364073 289180 289180
3880 2653253 2364073 289180 289180
3890 2653253 2364073 289180 289180
3900 2653253 2364073 289180 289180
3910 2653253 2364073 289180 289180
3920 2653253 2364073 289180 289180
3930 2653253 2364073 289180 289180
3940 2653253 2364073 289180 289180
3950 2653253 2364073 289180 289180
3960 2653253 2364073 289180 289180
3970 2653253 2364073 289180 289180
3980 2653253 2364073 289180 289180
3990 2653253 2364073 289180 289180
4000 2653253 2364073 289180 289180
4010 2653253 2364073 289180 289180
4020 2653253 2364073 289180 289180
4030 2653253 2364073 289180 289180
4040 2653253 2364073 289180 289180
4050 2653253 2364073 289180 289180
4060 2653253 2364073 289180 289180
4070 2653253 2364073 289180 289180
4080 2653253 2364073 289180 289180
4090 2653253 2364073 289180 289180
4100 2653253 2364073 289180 289180
4110 2653253 2364073 289180 289180
4120 2653253 2364073 289180 289180
4130 2653253 2364073 289180 289180
4140 2653253 2364073 289180 289180
4150 2653253 2364073 289180 289180
4160 2653253 2364073 289180 289180
4170 2653253 2364073 289180 289180
4180 2653253 2364073 289180 289180
4190 2653253 2364073 289180 289180
4200 2653253 2364073 289180 289180
4210 2653253 2364073 289180 289180
4220 2653253 2364073 289180 289180
4230 2653253 2364073 289180 289180
4240 2653253 2364073 289180 289180
4250 2653253 2364073 289180 289180
4260 2653253 2364073 289180 289180
4270 2653253 2364073 289180 289180
4280 2653253 2364073 289180 289180
4290 2653253 2364073 289180 289180
4300 2653253 2364073 289180 289180
4310 2653253 2364073 289180 289180
4320 2653253 2364073 289180 289180
4330 2653253 2364073 289180 289180
4340 2653253 2364073 289180 289180
4350 2653253 2364073 289180 289180
4360 2653253 2364073 289180 289180
4370 2653253 2364073 289180 289180
4380 2653253 2364073 289180 289180
4390 2653253 2364073 289180 289180
4400 2653253 2364073 289180 289180
4410 2653253 2364073 289180 289180
4420 2653253 2364073 289180 289180
4430 2653253 2364073 289180 289180
4440 2653253 2364073 289180 289180
4450 2653253 2364073 289180 289180
4460 2653253 2364073 289180 289180
4470 2653253 2364073 289180 289180
4480 2653253 2364073 289180 289180
4490 2653253 2364073 289180 289180
4500 2653253 2364073 289180 289180
4510 2653253 2364073 289180 289180
4520 2653253 2364073 289180 289180
4530 2653253 2364073 289180 289180
4540 2653253 2364073 289180 289180
4550 2653253 2364073 289180 289180
4560 2653253 2364073 289180 289180
4570 2653253 2364073 289180 289180
4580 2653253 2364073 289180 289180
4590 2653253 2364073 289180 289180
4600 2653253 2364073 289180 289180
4610 2653253 2364073 289180 289180
4620 2653253 2364073 289180 289180
4630 2653253 2364073 289180 289180
4640 2653253 2364073 289180 289180
4650 2653253 2364073 289180 289180
4660 2653253 2364073 289180 289180
4670 2653253 2364073 289180 289180
4680 2653253 2364073 289180 289180
4690 2653253 2364073 289180 289180
4700 2653253 2364073 289180 289180
4710 2653253 2364073 289180 289180
4720 2653253 2364073 289180 289180
4730 2653253 2364073 289180 289180
4740 2653253 2364073 289180 289180
4750 2653253 2364073 289180 289180
4760 2653253 2364073 289180 289180
4770 2653253 2364073 289180 289180
4780 2653253 2364073 289180 289180
4790 2653253 2364073 289180 289180
4800 2653253 2364073 289180 289180
4810 2653253 2364073 289180 289180
4820 2653253 2364073 289180 289180
4830 2653253 2364073 289180 289180
4840 2653253 2364073 289180 289180
4850 2653253 2364073 289180 289180
4860 2653253 2364073 289180 289180
4870 2653253 2364073 289180 289180
4880 2653253 2364073 289180 289180
4890 2653253 2364073 289180 289180
4900 2653253 2364073 289180 289180
4910 2653253 2364073 289180 289180
4920 2653253 2364073 289180 289180
4930 2653253 2364073 289180 289180
4940 2653253 2364073 289180 289180
4950 2653253 2364073 289180 289180
4960 2653253 2364073 289180 289180
4970 2653253 2364073 289180 289180
4980 2653253 2364073 289180 289180
4990 2653253 2364073 289180 289180
5000 2653253 2364073 289180 289180
5010 2653253 2364073 289180 289180
5020 2653253 2364073 289180 289180
5030 2653253 2364073 289180 289180
5040 2653253 2364073 289180 289180
5050 2653253 2364073 289180 289180
5060 2653253 2364073 289180 289180
5070 2653253 2364073 289180 289180
5080 2653253 2364073 289180 289180
5090 2653253 2364073 289180 289180
5100 2653253 2364073 289180 289180
5110 2653253 2364073 289180 289180
5120 2653253 2364073 289180 289180
5130 2653253 2364073 289180 289180
5140 2653253 2364073 289180 289180
5150 2653253 2364073 289180 289180
5160 2653253 2364073 289180 289180
5170 2653253 2364073 289180 289180
5180 2653253 2364073 289180 289180
5190 2653253 2364073 289180 289180
5200 2653253 2364073 289180 289180
5210 2653253 2364073 289180 289180
5220 2653253 2364073 289180 289180
5230 2653253 2364073 289180 289180
5240 2653253 2364073 289180 289180
5250 2653253 2364073 289180 289180
5260 2653253 2364073 289180 289180
5270 2653253 2364073 289180 289180
5280 2653253 2364073 289180 289180
5290 2653253 2364073 289180 289180
5300 2653253 2364073 289180 289180
5310 2653253 2364073 289180 289180
5320 2653253 2364073 289180 289180
5330 2653253 2364073 289180 289180
5340 2653253 2364073 289180 289180
5350 2653253 2364073 289180 289180
5360 2653253 2364073 289180 289180
5370 2653253 2364073 289180 289180
5380 2653253 2364073 289180 289180
5390 2653253 2364073 289180 289180
5400 2653253 2364073 289180 289180
5410 2653253 2364073 289180 289180
5420 2653253 2364073 289180 289180
5430 2653253 2364073 289180 289180
5440 2653253 2364073 289180 289180
5450 2653253 2364073 289180 289180
5460 2653253 2364073 289180 289180
5470 2653253 2364073 289180 289180
5480 2653253 2364073 289180 289180
5490 2653253 2364073 289180 289180
5500 2653253 2364073 289180 289180
5510 2653253 2364073 289180 289180
5520 2653253 2364073 289180 289180
5530 2653253 2364073 289180 289180
5540 2653253 2364073 289180 289180
5550 2653253 2364073 289180 289180
5560 2653253 2364073 289180 289180
5570 2653253 2364073 289180 289180
5580 2653253 2364073 289180 289180
5590 2653253 2364073 289180 289180
5600 2653253 2364073 289180 289180
5610 2653253 2364073 289180 289180
5620 2653253 2364073 289180 289180
5630 2653253 2364073 289180 289180
5640 2653253 2364073 289180 289180
5650 2653253 2364073 289180 289180
5660 2653253 2364073 289180 289180
5670 2653253 2364073 289180 289180
5680 2653253 2364073 289180 289180
5690 2653253 2364073 289180 289180
5700 2653253 2364073 289180 289180
5710 2653253 2364073 289180 289180
5720 2653253 2364073 289180 289180
5730 2653253 2364073 289180 289180
5740 2653253 2364073 289180 289180
5750 2653253 2364073 289180 289180
5760 2653253 2364073 289180 289180
5770 2653253 2364073 289180 289180
5780 2653253 2364073 289180 289180
5790 2653253 2364073 289180 289180
5800 2653253 2364073 289180 289180
5810 2653253 2364073 289180 289180
5820 2653253 2364073 289180 289180
5830 2653253 2364073 289180 289180
5840 2653253 2364073 289180 289180
5850 2653253 2364073 289180 289180
5860 2653253 2364073 289180 289180
5870 2653253 2364073 289180 289180
5880 2653253 2364073 289180 289180
5890 2653253 2364073 289180 289180
5900 2653253 2364073 289180 289180
5910 2653253 2364073 289180 289180
5920 2653253 2364073 289180 289180
5930 2653253 2364073 289180 289180
5940 2653253 2364073 289180 289180
5950 2653253 2364073 289180 289180
5960 2653253 2364073 289180 289180
5970 2653253 2364073 289180 289180
5980 2653253 2364073 289180 289180
5990 2653253 2364073 289180 289180
6000 2653253 2364073 289180 289180
6010 2653253 2364073 289180 289180
6020 2653253 2364073 289180 289180
6030 2653253 2364073 289180 289180
6040 2653253 2364073 289180 289180
6050 2653253 2364073 289180 289180
6060 2653253 2364073 289180 289180
6070 2653253 2364073 289180 289180
6080 2653253 2364073 289180 289180
6090 2653253 2364073 289180 289180
6100 2653253 2364073 289180 289180
6110 2653253 2364073 289180 289180
6120 2653253 2364073 289180 289180
6130 2653253 2364073 289180 289180
6140 2653253 2364073 289180 289180
6150 2653253 2364073 289180 289180
6160 2653253 2364073 289180 289180
6170 2653253 2364073 289180 289180
6180 2653253 2364073 289180 289180
6190 2653253 2364073 289180 289180
6200 2653253 2364073 289180 289180
6210 2653253 2364073 289180 289180
6220 2653253 2364073 289180 289180
6230 2653253 2364073 289180 289180
6240 2653253 2364073 289180 289180
6250 2653253 2364073 289180 289180
6260 2653253 2364073 289180 289180
6270 2653253 2364073 289180 289180
6280 2653253 2364073 289180 289180
6290 2653253 2364073 289180 289180
6300 2653253 2364073 289180 289180
6310 2653253 2364073 289180 289180

