Optimal path [nodeId(time to the node):
17(0) -> 72(142) -> 28(128) -> 60(141) -> 36(141) -> 43(138) -> 81(124) -> 55(124) -> 89(158) -> 53(153) -> 88(141) -> 97(159) -> 11(136) -> 79(147) -> 64(126) -> 52(133) -> 57(131) -> 7(152) -> 51(147) -> 93(128) -> 5(140) -> 58(123) -> 46(122) -> 16(125) -> 6(145) -> 77(144) -> 78(124) -> 8(142) -> 73(153) -> 75(121) -> 40(149) -> 10(157) -> 76(126) -> 44(114) -> 4(147) -> 39(137) -> 83(134) -> 69(148) -> 86(150) -> 92(148) -> 20(132) -> 49(143) -> 45(140) -> 38(147) -> 80(137) -> 62(160) -> 63(118) -> 94(143) -> 23(161) -> 48(132) -> 21(161) -> 99(147) -> 19(141) -> 33(136) -> 34(135) -> 13(152) -> 95(157) -> 26(144) -> 47(156) -> 12(148) -> 96(144) -> 37(136) -> 90(142) -> 74(137) -> 41(142) -> 35(148) -> 56(132) -> 85(128) -> 42(148) -> 3(131) -> 84(155) -> 71(137) -> 91(149) -> 15(119) -> 32(167) -> 50(163) -> 9(128) -> 65(148) -> 0(146) -> 31(136) -> 24(171) -> 29(144) -> 25(146) -> 18(168) -> 67(150) -> 61(151) -> 70(125) -> 98(150) -> 66(148) -> 1(150) -> 54(145) -> 59(143) -> 87(121) -> 68(157) -> 14(129) -> 82(141) -> 30(151) -> 27(141) -> 2(151) -> 22(142)
Total time of delivery: 14048
The cost function value: 4855637

Statistics at the end of simulation: 
Residents: 5432871
Illness cases: 4855638 --> [89.37517566678834%]
Healthy residents: 577233 --> [10.624824333211667%]
Vaccinated residents577233 --> [10.624824333211667%]

Statistics of each node: 
id residentsNumber illnessCases healthyResidents vaccinated
17 27216 1 27215 27215
72 90063 5 90058 90058
28 91749 22 91727 91727
60 91794 115 91679 91679
36 85682 588 85094 85094
43 79446 2896 76550 76550
81 89526 12133 77393 77393
55 88344 50827 37517 37517
89 68284 68284 0 0
53 61988 61988 0 0
88 37474 37474 0 0
97 86845 86845 0 0
11 84816 84816 0 0
79 84379 84379 0 0
64 22353 22353 0 0
52 63153 63153 0 0
57 39724 39724 0 0
7 29243 29243 0 0
51 94699 94699 0 0
93 39916 39916 0 0
5 15364 15364 0 0
58 16081 16081 0 0
46 73816 73816 0 0
16 82700 82700 0 0
6 12672 12672 0 0
77 28452 28452 0 0
78 57716 57716 0 0
8 45160 45160 0 0
73 49077 49077 0 0
75 26017 26017 0 0
40 31222 31222 0 0
10 95932 95932 0 0
76 31382 31382 0 0
44 15573 15573 0 0
4 56018 56018 0 0
39 32804 32804 0 0
83 46841 46841 0 0
69 66112 66112 0 0
86 26732 26732 0 0
92 24523 24523 0 0
20 48774 48774 0 0
49 19584 19584 0 0
45 46217 46217 0 0
38 33030 33030 0 0
80 67722 67722 0 0
62 19500 19500 0 0
63 51706 51706 0 0
94 76894 76894 0 0
23 20873 20873 0 0
48 13555 13555 0 0
21 82806 82806 0 0
99 28053 28053 0 0
19 87851 87851 0 0
33 13135 13135 0 0
34 28894 28894 0 0
13 61304 61304 0 0
95 71066 71066 0 0
26 26605 26605 0 0
47 98952 98952 0 0
12 79926 79926 0 0
96 73344 73344 0 0
37 51694 51694 0 0
90 80008 80008 0 0
74 81649 81649 0 0
41 91808 91808 0 0
35 96767 96767 0 0
56 80108 80108 0 0
85 44972 44972 0 0
42 68898 68898 0 0
3 57882 57882 0 0
84 70627 70627 0 0
71 23666 23666 0 0
91 32862 32862 0 0
15 78003 78003 0 0
32 59165 59165 0 0
50 30829 30829 0 0
9 60305 60305 0 0
65 70610 70610 0 0
0 59902 59902 0 0
31 69146 69146 0 0
24 37355 37355 0 0
29 15814 15814 0 0
25 67586 67586 0 0
18 16978 16978 0 0
67 37842 37842 0 0
