Optimal path [nodeId(time to the node):
36(0) -> 38(130) -> 28(117) -> 27(136) -> 43(153) -> 5(153) -> 33(149) -> 13(155) -> 44(153) -> 31(144) -> 20(142) -> 2(144) -> 26(148) -> 21(149) -> 22(156) -> 48(158) -> 9(157) -> 12(150) -> 16(135) -> 37(132) -> 3(133) -> 35(127) -> 30(117) -> 39(136) -> 1(139) -> 42(138) -> 25(145) -> 14(144) -> 29(124) -> 45(163) -> 19(142) -> 8(137) -> 46(153) -> 4(120) -> 17(149) -> 0(155) -> 47(131) -> 40(123) -> 15(147) -> 41(130) -> 18(132) -> 23(128) -> 32(154) -> 24(140) -> 11(164) -> 7(132) -> 6(146) -> 49(162) -> 34(142) -> 10(158)
Total time of delivery: 6972
The cost function value: 2427788

Statistics at the end of simulation: 
Residents: 2653253
Illness cases: 2427789 --> [91.50235578740512%]
Healthy residents: 225464 --> [8.49764421259488%]
Vaccinated residents225464 --> [8.49764421259488%]

Statistics of each node: 
id residentsNumber illnessCases healthyResidents vaccinated
36 51676 1 51675 51675
38 89747 48 89699 89699
28 85687 1597 84090 84090
27 25692 25692 0 0
43 26088 26088 0 0
5 90210 90210 0 0
33 44211 44211 0 0
13 57370 57370 0 0
44 22955 22955 0 0
31 26553 26553 0 0
20 71926 71926 0 0
2 59636 59636 0 0
26 17928 17928 0 0
21 80840 80840 0 0
22 91889 91889 0 0
48 41563 41563 0 0
9 90298 90298 0 0
12 38389 38389 0 0
16 96804 96804 0 0
37 13995 13995 0 0
3 16050 16050 0 0
35 65482 65482 0 0
30 12230 12230 0 0
39 79510 79510 0 0
1 49826 49826 0 0
42 22928 22928 0 0
25 87768 87768 0 0
14 33326 33326 0 0
29 86455 86455 0 0
45 86355 86355 0 0
19 30140 30140 0 0
8 59097 59097 0 0
46 58433 58433 0 0
4 34099 34099 0 0
17 46965 46965 0 0
0 63772 63772 0 0
47 70879 70879 0 0
40 37916 37916 0 0
15 65892 65892 0 0
41 66159 66159 0 0
18 34212 34212 0 0
23 13962 13962 0 0
32 32778 32778 0 0
24 61926 61926 0 0
11 36243 36243 0 0
7 52412 52412 0 0
6 90185 90185 0 0
49 63359 63359 0 0
34 44159 44159 0 0
10 27278 27278 0 0

Statistics step by step: 
minute residentsNumber illnessCases healthyResidents vaccinated
0 2653253 50 2653203 51675
10 2653253 50 2653203 51675
20 2653253 50 2653203 51675
30 2653253 99 2653154 51675
40 2653253 148 2653105 51675
50 2653253 197 2653056 51675
60 2653253 295 2652958 51675
70 2653253 393 2652860 51675
80 2653253 491 2652762 51675
90 2653253 687 2652566 51675
100 2653253 932 2652321 51675
110 2653253 1275 2651978 51675
120 2653253 1765 2651488 51675
130 2653253 2353 2650900 141374
140 2653253 3169 2650084 141374
150 2653253 4273 2648980 141374
160 2653253 5713 2647540 141374
170 2653253 7729 2645524 141374
180 2653253 10417 2642836 141374
190 2653253 14017 2639236 141374
200 2653253 18865 2634388 141374
210 2653253 25441 2627812 141374
220 2653253 34273 2618980 141374
230 2653253 46177 2607076 141374
240 2653253 62257 2590996 141374
250 2653253 83755 2569498 225464
260 2653253 112284 2540969 225464
270 2653253 150824 2502429 225464
280 2653253 202759 2450494 225464
290 2653253 272742 2380511 225464
300 2653253 367118 2286135 225464
310 2653253 494300 2158953 225464
320 2653253 663509 1989744 225464
330 2653253 875785 1777468 225464
340 2653253 1148694 1504559 225464
350 2653253 1464801 1188452 225464
360 2653253 1800741 852512 225464
370 2653253 2149170 504083 225464
380 2653253 2386057 267196 225464
390 2653253 2427789 225464 225464
400 2653253 2427789 225464 225464
410 2653253 2427789 225464 225464
420 2653253 2427789 225464 225464
430 2653253 2427789 225464 225464
440 2653253 2427789 225464 225464
450 2653253 2427789 225464 225464
460 2653253 2427789 225464 225464
470 2653253 2427789 225464 225464
480 2653253 2427789 225464 225464
490 2653253 2427789 225464 225464
500 2653253 2427789 225464 225464
510 2653253 2427789 225464 225464
520 2653253 2427789 225464 225464
530 2653253 2427789 225464 225464
540 2653253 2427789 225464 225464
550 2653253 2427789 225464 225464
560 2653253 2427789 225464 225464
570 2653253 2427789 225464 225464
580 2653253 2427789 225464 225464
590 2653253 2427789 225464 225464
600 2653253 2427789 225464 225464
610 2653253 2427789 225464 225464
620 2653253 2427789 225464 225464
630 2653253 2427789 225464 225464
640 2653253 2427789 225464 225464
650 2653253 2427789 225464 225464
660 2653253 2427789 225464 225464
670 2653253 2427789 225464 225464
680 2653253 2427789 225464 225464
690 2653253 2427789 225464 225464
700 2653253 2427789 225464 225464
710 2653253 2427789 225464 225464
720 2653253 2427789 225464 225464
730 2653253 2427789 225464 225464
740 2653253 2427789 225464 225464
750 2653253 2427789 225464 225464
760 2653253 2427789 225464 225464
770 2653253 2427789 225464 225464
780 2653253 2427789 225464 225464
790 2653253 2427789 225464 225464
800 2653253 2427789 225464 225464
810 2653253 2427789 225464 225464
820 2653253 2427789 225464 225464
830 2653253 2427789 225464 225464
840 2653253 2427789 225464 225464
850 2653253 2427789 225464 225464
860 2653253 2427789 225464 225464
870 2653253 2427789 225464 225464
880 2653253 2427789 225464 225464
890 2653253 2427789 225464 225464
900 2653253 2427789 225464 225464
910 2653253 2427789 225464 225464
920 2653253 2427789 225464 225464
930 2653253 2427789 225464 225464
940 2653253 2427789 225464 225464
950 2653253 2427789 225464 225464
960 2653253 2427789 225464 225464
970 2653253 2427789 225464 225464
980 2653253 2427789 225464 225464
990 2653253 2427789 225464 225464
1000 2653253 2427789 225464 225464
1010 2653253 2427789 225464 225464
1020 2653253 2427789 225464 225464
1030 2653253 2427789 225464 225464
1040 2653253 2427789 225464 225464
1050 2653253 2427789 225464 225464
1060 2653253 2427789 225464 225464
