Optimal path [nodeId(time to the node):
36(0) -> 29(127) -> 28(130) -> 17(127) -> 19(145) -> 35(132) -> 32(114) -> 34(112) -> 16(140) -> 48(122) -> 12(142) -> 1(136) -> 33(139) -> 21(136) -> 43(122) -> 49(130) -> 27(128) -> 44(134) -> 6(127) -> 22(133) -> 46(131) -> 3(124) -> 10(133) -> 2(128) -> 26(140) -> 5(124) -> 31(119) -> 40(128) -> 9(135) -> 0(113) -> 42(133) -> 11(115) -> 41(121) -> 39(122) -> 7(131) -> 8(122) -> 25(123) -> 47(124) -> 24(142) -> 45(125) -> 14(138) -> 4(108) -> 20(131) -> 30(126) -> 38(125) -> 15(141) -> 13(151) -> 18(144) -> 37(151) -> 23(151)
Total time of delivery: 6375
The cost function value: 6375

Statistics at the end of simulation: 
Residents: 2653253
Illness cases: 2431633 --> [91.64723454566904%]
Healthy residents: 221620 --> [8.352765454330967%]
Vaccinated residents221620 --> [8.352765454330967%]

Statistics of each node: 
id residentsNumber illnessCases healthyResidents vaccinated
36 51676 1 51675 51675
29 86455 44 86411 86411
28 85687 2153 83534 83534
17 46965 46965 0 0
19 30140 30140 0 0
35 65482 65482 0 0
32 32778 32778 0 0
34 44159 44159 0 0
16 96804 96804 0 0
48 41563 41563 0 0
12 38389 38389 0 0
1 49826 49826 0 0
33 44211 44211 0 0
21 80840 80840 0 0
43 26088 26088 0 0
49 63359 63359 0 0
27 25692 25692 0 0
44 22955 22955 0 0
6 90185 90185 0 0
22 91889 91889 0 0
46 58433 58433 0 0
3 16050 16050 0 0
10 27278 27278 0 0
2 59636 59636 0 0
26 17928 17928 0 0
5 90210 90210 0 0
31 26553 26553 0 0
40 37916 37916 0 0
9 90298 90298 0 0
0 63772 63772 0 0
42 22928 22928 0 0
11 36243 36243 0 0
41 66159 66159 0 0
39 79510 79510 0 0
7 52412 52412 0 0
8 59097 59097 0 0
25 87768 87768 0 0
47 70879 70879 0 0
24 61926 61926 0 0
45 86355 86355 0 0
14 33326 33326 0 0
4 34099 34099 0 0
20 71926 71926 0 0
30 12230 12230 0 0
38 89747 89747 0 0
15 65892 65892 0 0
13 57370 57370 0 0
18 34212 34212 0 0
37 13995 13995 0 0
23 13962 13962 0 0

Statistics step by step: 
minute residentsNumber illnessCases healthyResidents vaccinated
0 2653253 50 2653203 51675
10 2653253 50 2653203 51675
20 2653253 50 2653203 51675
30 2653253 99 2653154 51675
40 2653253 148 2653105 51675
50 2653253 197 2653056 51675
60 2653253 295 2652958 51675
70 2653253 393 2652860 51675
80 2653253 491 2652762 51675
90 2653253 687 2652566 51675
100 2653253 932 2652321 51675
110 2653253 1275 2651978 51675
120 2653253 1765 2651488 51675
130 2653253 2349 2650904 138086
140 2653253 3165 2650088 138086
150 2653253 4269 2648984 138086
160 2653253 5709 2647544 138086
170 2653253 7725 2645528 138086
180 2653253 10413 2642840 138086
190 2653253 14013 2639240 138086
200 2653253 18861 2634392 138086
210 2653253 25437 2627816 138086
220 2653253 34269 2618984 138086
230 2653253 46173 2607080 138086
240 2653253 62253 2591000 138086
250 2653253 83901 2569352 138086
260 2653253 112836 2540417 221620
270 2653253 151376 2501877 221620
280 2653253 203311 2449942 221620
290 2653253 273294 2379959 221620
300 2653253 367670 2285583 221620
310 2653253 494852 2158401 221620
320 2653253 664061 1989192 221620
330 2653253 876337 1776916 221620
340 2653253 1149246 1504007 221620
350 2653253 1465353 1187900 221620
360 2653253 1801293 851960 221620
370 2653253 2149722 503531 221620
380 2653253 2386609 266644 221620
390 2653253 2431633 221620 221620
400 2653253 2431633 221620 221620
410 2653253 2431633 221620 221620
420 2653253 2431633 221620 221620
430 2653253 2431633 221620 221620
440 2653253 2431633 221620 221620
450 2653253 2431633 221620 221620
460 2653253 2431633 221620 221620
470 2653253 2431633 221620 221620
480 2653253 2431633 221620 221620
490 2653253 2431633 221620 221620
500 2653253 2431633 221620 221620
510 2653253 2431633 221620 221620
520 2653253 2431633 221620 221620
530 2653253 2431633 221620 221620
540 2653253 2431633 221620 221620
550 2653253 2431633 221620 221620
560 2653253 2431633 221620 221620
570 2653253 2431633 221620 221620
580 2653253 2431633 221620 221620
590 2653253 2431633 221620 221620
600 2653253 2431633 221620 221620
610 2653253 2431633 221620 221620
620 2653253 2431633 221620 221620
630 2653253 2431633 221620 221620
640 2653253 2431633 221620 221620
650 2653253 2431633 221620 221620
660 2653253 2431633 221620 221620
670 2653253 2431633 221620 221620
680 2653253 2431633 221620 221620
690 2653253 2431633 221620 221620
700 2653253 2431633 221620 221620
710 2653253 2431633 221620 221620
720 2653253 2431633 221620 221620
730 2653253 2431633 221620 221620
740 2653253 2431633 221620 221620
750 2653253 2431633 221620 221620
760 2653253 2431633 221620 221620
770 2653253 2431633 221620 221620
780 2653253 2431633 221620 221620
790 2653253 2431633 221620 221620
800 2653253 2431633 221620 221620
810 2653253 2431633 221620 221620
820 2653253 2431633 221620 221620
830 2653253 2431633 221620 221620
840 2653253 2431633 221620 221620
850 2653253 2431633 221620 221620
860 2653253 2431633 221620 221620
