Optimal path [nodeId(time to the node):
36(0) -> 29(127) -> 16(127) -> 5(136) -> 45(130) -> 9(132) -> 25(148) -> 22(134) -> 49(116) -> 10(139) -> 18(126) -> 24(125) -> 8(118) -> 41(134) -> 12(128) -> 1(115) -> 28(119) -> 33(117) -> 19(125) -> 14(127) -> 17(125) -> 23(123) -> 39(113) -> 26(132) -> 42(132) -> 47(123) -> 15(137) -> 46(131) -> 31(133) -> 3(142) -> 44(129) -> 7(128) -> 35(128) -> 48(130) -> 4(121) -> 34(130) -> 0(126) -> 43(122) -> 20(129) -> 13(128) -> 6(131) -> 38(133) -> 11(129) -> 40(121) -> 2(137) -> 21(130) -> 32(126) -> 30(117) -> 27(141) -> 37(150)
Total time of delivery: 6300
40 37916 37916 0 0
2 59636 59636 0 0
21 80840 80840 0 0
32 32778 32778 0 0
30 12230 12230 0 0
27 25692 25692 0 0
37 13995 13995 0 0

Statistics step by step: 
minute residentsNumber illnessCases healthyResidents vaccinated
0 2653253 50 2653203 51675
10 2653253 50 2653203 51675
20 2653253 50 2653203 51675
30 2653253 50 2653203 51675
40 2653253 50 2653203 51675
50 2653253 50 2653203 51675
60 2653253 99 2653154 51675
70 2653253 99 2653154 51675
80 2653253 99 2653154 51675
90 2653253 99 2653154 51675
100 2653253 148 2653105 51675
110 2653253 148 2653105 51675
120 2653253 197 2653056 51675
130 2653253 197 2653056 138126
140 2653253 245 2653008 138126
150 2653253 245 2653008 138126
160 2653253 293 2652960 138126
170 2653253 341 2652912 138126
180 2653253 389 2652864 138126
190 2653253 389 2652864 138126
200 2653253 485 2652768 138126
210 2653253 533 2652720 138126
220 2653253 581 2652672 138126
230 2653253 677 2652576 138126
240 2653253 773 2652480 138126
250 2653253 821 2652432 138126
260 2653253 963 2652290 234912
270 2653253 1057 2652196 234912
280 2653253 1198 2652055 234912
290 2653253 1339 2651914 234912
300 2653253 1527 2651726 234912
310 2653253 1668 2651585 234912
320 2653253 1903 2651350 234912
330 2653253 2138 2651115 234912
340 2653253 2373 2650880 234912
350 2653253 2702 2650551 234912
360 2653253 3031 2650222 234912
370 2653253 3360 2649893 234912
380 2653253 3783 2649470 234912
390 2653253 4253 2649000 325032
400 2653253 4759 2648494 325032
410 2653253 5357 2647896 325032
420 2653253 6001 2647252 325032
430 2653253 6691 2646562 325032
440 2653253 7519 2645734 325032
450 2653253 8439 2644814 325032
460 2653253 9451 2643802 325032
470 2653253 10601 2642652 325032
480 2653253 11889 2641364 325032
490 2653253 13315 2639938 325032
500 2653253 14925 2638328 325032
510 2653253 16765 2636488 325032
520 2653253 18789 2634464 410981
530 2653253 21039 2632214 410981
540 2653253 23559 2629694 410981
550 2653253 26349 2626904 410981
560 2653253 29544 2623709 410981
570 2653253 33099 2620154 410981
580 2653253 37059 2616194 410981
590 2653253 41559 2611694 410981
600 2653253 46599 2606654 410981
610 2653253 52224 2601029 410981
620 2653253 58569 2594684 410981
630 2653253 65679 2587574 410981
640 2653253 73644 2579609 410981
650 2653253 82599 2570654 410981
660 2653253 92498 2560755 499412
670 2653253 103498 2549755 499412
680 2653253 115906 2537347 499412
690 2653253 129810 2523443 499412
700 2653253 145386 2507867 499412
710 2653253 162942 2490311 499412
720 2653253 182610 2470643 499412
730 2653253 204654 2448599 499412
740 2653253 229426 2423827 499412
750 2653253 257234 2396019 499412
760 2653253 288430 2364823 499412
770 2653253 323498 2329755 499412
780 2653253 362834 2290419 499412
790 2653253 406966 2246287 499412
800 2653253 456510 2196743 576859
810 2653253 510862 2142391 576859
820 2653253 571063 2082190 576859
830 2653253 636734 2016519 576859
840 2653253 707920 1945333 576859
850 2653253 785692 1867561 576859
860 2653253 871268 1781985 576859
870 2653253 966875 1686378 576859
880 2653253 1068692 1584561 576859
890 2653253 1172510 1480743 576859
900 2653253 1284314 1368939 576859
910 2653253 1395444 1257809 576859
920 2653253 1506309 1146944 576859
930 2653253 1618542 1034711 576859
940 2653253 1726995 926258 620216
950 2653253 1834667 818586 620216
960 2653253 1922036 731217 620216
970 2653253 1974873 678380 620216
980 2653253 2015128 638125 620216
990 2653253 2033037 620216 620216
1000 2653253 2033037 620216 620216
1010 2653253 2033037 620216 620216
1020 2653253 2033037 620216 620216
1030 2653253 2033037 620216 620216
1040 2653253 2033037 620216 620216
1050 2653253 2033037 620216 620216
1060 2653253 2033037 620216 620216
1070 2653253 2033037 620216 620216
1080 2653253 2033037 620216 620216
1090 2653253 2033037 620216 620216
1100 2653253 2033037 620216 620216
1110 2653253 2033037 620216 620216
1120 2653253 2033037 620216 620216
1130 2653253 2033037 620216 620216
1140 2653253 2033037 620216 620216
1150 2653253 2033037 620216 620216
1160 2653253 2033037 620216 620216
1170 2653253 2033037 620216 620216
1180 2653253 2033037 620216 620216
1190 2653253 2033037 620216 620216
1200 2653253 2033037 620216 620216
1210 2653253 2033037 620216 620216
1220 2653253 2033037 620216 620216
1230 2653253 2033037 620216 620216
1240 2653253 2033037 620216 620216
1250 2653253 2033037 620216 620216
1260 2653253 2033037 620216 620216
1270 2653253 2033037 620216 620216
1280 2653253 2033037 620216 620216
1290 2653253 2033037 620216 620216
1300 2653253 2033037 620216 620216
1310 2653253 2033037 620216 620216
1320 2653253 2033037 620216 620216
1330 2653253 2033037 620216 620216
1340 2653253 2033037 620216 620216
1350 2653253 2033037 620216 620216
1360 2653253 2033037 620216 620216
1370 2653253 2033037 620216 620216
1380 2653253 2033037 620216 620216
1390 2653253 2033037 620216 620216
1400 2653253 2033037 620216 620216
1410 2653253 2033037 620216 620216
1420 2653253 2033037 620216 620216
1430 2653253 2033037 620216 620216
1440 2653253 2033037 620216 620216
1450 2653253 2033037 620216 620216
1460 2653253 2033037 620216 620216
1470 2653253 2033037 620216 620216
1480 2653253 2033037 620216 620216
1490 2653253 2033037 620216 620216
1500 2653253 2033037 620216 620216
1510 2653253 2033037 620216 620216
1520 2653253 2033037 620216 620216
1530 2653253 2033037 620216 620216
1540 2653253 2033037 620216 620216
1550 2653253 2033037 620216 620216
1560 2653253 2033037 620216 620216
1570 2653253 2033037 620216 620216
1580 2653253 2033037 620216 620216
1590 2653253 2033037 620216 620216
1600 2653253 2033037 620216 620216
1610 2653253 2033037 620216 620216
1620 2653253 2033037 620216 620216
1630 2653253 2033037 620216 620216
1640 2653253 2033037 620216 620216
1650 2653253 2033037 620216 620216
1660 2653253 2033037 620216 620216
1670 2653253 2033037 620216 620216
1680 2653253 2033037 620216 620216
1690 2653253 2033037 620216 620216
1700 2653253 2033037 620216 620216
1710 2653253 2033037 620216 620216
1720 2653253 2033037 620216 620216
1730 2653253 2033037 620216 620216
1740 2653253 2033037 620216 620216
1750 2653253 2033037 620216 620216
1760 2653253 2033037 620216 620216
1770 2653253 2033037 620216 620216
1780 2653253 2033037 620216 620216
1790 2653253 2033037 620216 620216
1800 2653253 2033037 620216 620216
1810 2653253 2033037 620216 620216
1820 2653253 2033037 620216 620216
1830 2653253 2033037 620216 620216
1840 2653253 2033037 620216 620216
1850 2653253 2033037 620216 620216
1860 2653253 2033037 620216 620216
1870 2653253 2033037 620216 620216
1880 2653253 2033037 620216 620216
1890 2653253 2033037 620216 620216
1900 2653253 2033037 620216 620216
1910 2653253 2033037 620216 620216
1920 2653253 2033037 620216 620216
1930 2653253 2033037 620216 620216
1940 2653253 2033037 620216 620216
1950 2653253 2033037 620216 620216
1960 2653253 2033037 620216 620216
1970 2653253 2033037 620216 620216
1980 2653253 2033037 620216 620216
1990 2653253 2033037 620216 620216
2000 2653253 2033037 620216 620216
2010 2653253 2033037 620216 620216
2020 2653253 2033037 620216 620216
2030 2653253 2033037 620216 620216
2040 2653253 2033037 620216 620216
2050 2653253 2033037 620216 620216
2060 2653253 2033037 620216 620216
2070 2653253 2033037 620216 620216
2080 2653253 2033037 620216 620216
2090 2653253 2033037 620216 620216
2100 2653253 2033037 620216 620216
2110 2653253 2033037 620216 620216
2120 2653253 2033037 620216 620216
2130 2653253 2033037 620216 620216
2140 2653253 2033037 620216 620216
2150 2653253 2033037 620216 620216
2160 2653253 2033037 620216 620216
2170 2653253 2033037 620216 620216
2180 2653253 2033037 620216 620216
2190 2653253 2033037 620216 620216
2200 2653253 2033037 620216 620216
2210 2653253 2033037 620216 620216
2220 2653253 2033037 620216 620216
2230 2653253 2033037 620216 620216
2240 2653253 2033037 620216 620216
2250 2653253 2033037 620216 620216
2260 2653253 2033037 620216 620216
2270 2653253 2033037 620216 620216
2280 2653253 2033037 620216 620216
2290 2653253 2033037 620216 620216
2300 2653253 2033037 620216 620216
2310 2653253 2033037 620216 620216
2320 2653253 2033037 620216 620216
2330 2653253 2033037 620216 620216
2340 2653253 2033037 620216 620216
2350 2653253 2033037 620216 620216
2360 2653253 2033037 620216 620216
2370 2653253 2033037 620216 620216
2380 2653253 2033037 620216 620216
2390 2653253 2033037 620216 620216
2400 2653253 2033037 620216 620216
2410 2653253 2033037 620216 620216
2420 2653253 2033037 620216 620216
2430 2653253 2033037 620216 620216
2440 2653253 2033037 620216 620216
2450 2653253 2033037 620216 620216
2460 2653253 2033037 620216 620216
2470 2653253 2033037 620216 620216
2480 2653253 2033037 620216 620216
2490 2653253 2033037 620216 620216
2500 2653253 2033037 620216 620216
2510 2653253 2033037 620216 620216
2520 2653253 2033037 620216 620216
2530 2653253 2033037 620216 620216
2540 2653253 2033037 620216 620216
2550 2653253 2033037 620216 620216
2560 2653253 2033037 620216 620216
2570 2653253 2033037 620216 620216
2580 2653253 2033037 620216 620216
2590 2653253 2033037 620216 620216
2600 2653253 2033037 620216 620216
2610 2653253 2033037 620216 620216
2620 2653253 2033037 620216 620216
2630 2653253 2033037 620216 620216
2640 2653253 2033037 620216 620216
2650 2653253 2033037 620216 620216
2660 2653253 2033037 620216 620216
2670 2653253 2033037 620216 620216
2680 2653253 2033037 620216 620216
2690 2653253 2033037 620216 620216
2700 2653253 2033037 620216 620216
2710 2653253 2033037 620216 620216
2720 2653253 2033037 620216 620216
2730 2653253 2033037 620216 620216
2740 2653253 2033037 620216 620216
2750 2653253 2033037 620216 620216
2760 2653253 2033037 620216 620216
2770 2653253 2033037 620216 620216
2780 2653253 2033037 620216 620216
2790 2653253 2033037 620216 620216
2800 2653253 2033037 620216 620216
2810 2653253 2033037 620216 620216
2820 2653253 2033037 620216 620216
2830 2653253 2033037 620216 620216
2840 2653253 2033037 620216 620216
2850 2653253 2033037 620216 620216
2860 2653253 2033037 620216 620216
2870 2653253 2033037 620216 620216
2880 2653253 2033037 620216 620216
2890 2653253 2033037 620216 620216
2900 2653253 2033037 620216 620216
2910 2653253 2033037 620216 620216
2920 2653253 2033037 620216 620216
2930 2653253 2033037 620216 620216
2940 2653253 2033037 620216 620216
2950 2653253 2033037 620216 620216
2960 2653253 2033037 620216 620216
2970 2653253 2033037 620216 620216
2980 2653253 2033037 620216 620216
2990 2653253 2033037 620216 620216
3000 2653253 2033037 620216 620216
3010 2653253 2033037 620216 620216
3020 2653253 2033037 620216 620216
3030 2653253 2033037 620216 620216
3040 2653253 2033037 620216 620216
3050 2653253 2033037 620216 620216
3060 2653253 2033037 620216 620216
3070 2653253 2033037 620216 620216
3080 2653253 2033037 620216 620216
3090 2653253 2033037 620216 620216
3100 2653253 2033037 620216 620216
3110 2653253 2033037 620216 620216
3120 2653253 2033037 620216 620216
3130 2653253 2033037 620216 620216
3140 2653253 2033037 620216 620216
3150 2653253 2033037 620216 620216
3160 2653253 2033037 620216 620216
3170 2653253 2033037 620216 620216
3180 2653253 2033037 620216 620216
3190 2653253 2033037 620216 620216
3200 2653253 2033037 620216 620216
3210 2653253 2033037 620216 620216
3220 2653253 2033037 620216 620216
3230 2653253 2033037 620216 620216
3240 2653253 2033037 620216 620216
3250 2653253 2033037 620216 620216
3260 2653253 2033037 620216 620216
3270 2653253 2033037 620216 620216
3280 2653253 2033037 620216 620216
3290 2653253 2033037 620216 620216
3300 2653253 2033037 620216 620216
3310 2653253 2033037 620216 620216
3320 2653253 2033037 620216 620216
3330 2653253 2033037 620216 620216
3340 2653253 2033037 620216 620216
3350 2653253 2033037 620216 620216
3360 2653253 2033037 620216 620216
3370 2653253 2033037 620216 620216
3380 2653253 2033037 620216 620216
3390 2653253 2033037 620216 620216
3400 2653253 2033037 620216 620216
3410 2653253 2033037 620216 620216
3420 2653253 2033037 620216 620216
3430 2653253 2033037 620216 620216
3440 2653253 2033037 620216 620216
3450 2653253 2033037 620216 620216
3460 2653253 2033037 620216 620216
3470 2653253 2033037 620216 620216
3480 2653253 2033037 620216 620216
3490 2653253 2033037 620216 620216
3500 2653253 2033037 620216 620216
3510 2653253 2033037 620216 620216
3520 2653253 2033037 620216 620216
3530 2653253 2033037 620216 620216
3540 2653253 2033037 620216 620216
3550 2653253 2033037 620216 620216
3560 2653253 2033037 620216 620216
3570 2653253 2033037 620216 620216
3580 2653253 2033037 620216 620216
3590 2653253 2033037 620216 620216
3600 2653253 2033037 620216 620216
3610 2653253 2033037 620216 620216
3620 2653253 2033037 620216 620216
3630 2653253 2033037 620216 620216
3640 2653253 2033037 620216 620216
3650 2653253 2033037 620216 620216
3660 2653253 2033037 620216 620216
3670 2653253 2033037 620216 620216
3680 2653253 2033037 620216 620216
3690 2653253 2033037 620216 620216
3700 2653253 2033037 620216 620216
3710 2653253 2033037 620216 620216
3720 2653253 2033037 620216 620216
3730 2653253 2033037 620216 620216
3740 2653253 2033037 620216 620216
3750 2653253 2033037 620216 620216
3760 2653253 2033037 620216 620216
3770 2653253 2033037 620216 620216
3780 2653253 2033037 620216 620216
3790 2653253 2033037 620216 620216
3800 2653253 2033037 620216 620216
3810 2653253 2033037 620216 620216
3820 2653253 2033037 620216 620216
3830 2653253 2033037 620216 620216
3840 2653253 2033037 620216 620216
3850 2653253 2033037 620216 620216
3860 2653253 2033037 620216 620216
3870 2653253 2033037 620216 620216
3880 2653253 2033037 620216 620216
3890 2653253 2033037 620216 620216
3900 2653253 2033037 620216 620216
3910 2653253 2033037 620216 620216
3920 2653253 2033037 620216 620216
3930 2653253 2033037 620216 620216
3940 2653253 2033037 620216 620216
3950 2653253 2033037 620216 620216
3960 2653253 2033037 620216 620216
3970 2653253 2033037 620216 620216
3980 2653253 2033037 620216 620216
3990 2653253 2033037 620216 620216
4000 2653253 2033037 620216 620216
4010 2653253 2033037 620216 620216
4020 2653253 2033037 620216 620216
4030 2653253 2033037 620216 620216
4040 2653253 2033037 620216 620216
4050 2653253 2033037 620216 620216
4060 2653253 2033037 620216 620216
4070 2653253 2033037 620216 620216
4080 2653253 2033037 620216 620216
4090 2653253 2033037 620216 620216
4100 2653253 2033037 620216 620216
4110 2653253 2033037 620216 620216
4120 2653253 2033037 620216 620216
4130 2653253 2033037 620216 620216
4140 2653253 2033037 620216 620216
4150 2653253 2033037 620216 620216
4160 2653253 2033037 620216 620216
4170 2653253 2033037 620216 620216
4180 2653253 2033037 620216 620216
4190 2653253 2033037 620216 620216
4200 2653253 2033037 620216 620216
4210 2653253 2033037 620216 620216
4220 2653253 2033037 620216 620216
4230 2653253 2033037 620216 620216
4240 2653253 2033037 620216 620216
4250 2653253 2033037 620216 620216
4260 2653253 2033037 620216 620216
4270 2653253 2033037 620216 620216
4280 2653253 2033037 620216 620216
4290 2653253 2033037 620216 620216
4300 2653253 2033037 620216 620216
4310 2653253 2033037 620216 620216
4320 2653253 2033037 620216 620216
4330 2653253 2033037 620216 620216
4340 2653253 2033037 620216 620216
4350 2653253 2033037 620216 620216
4360 2653253 2033037 620216 620216
4370 2653253 2033037 620216 620216
4380 2653253 2033037 620216 620216
4390 2653253 2033037 620216 620216
4400 2653253 2033037 620216 620216
4410 2653253 2033037 620216 620216
4420 2653253 2033037 620216 620216
4430 2653253 2033037 620216 620216
4440 2653253 2033037 620216 620216
4450 2653253 2033037 620216 620216
4460 2653253 2033037 620216 620216
4470 2653253 2033037 620216 620216
4480 2653253 2033037 620216 620216
4490 2653253 2033037 620216 620216
4500 2653253 2033037 620216 620216
4510 2653253 2033037 620216 620216
4520 2653253 2033037 620216 620216
4530 2653253 2033037 620216 620216
4540 2653253 2033037 620216 620216
4550 2653253 2033037 620216 620216
4560 2653253 2033037 620216 620216
4570 2653253 2033037 620216 620216
4580 2653253 2033037 620216 620216
4590 2653253 2033037 620216 620216
4600 2653253 2033037 620216 620216
4610 2653253 2033037 620216 620216
4620 2653253 2033037 620216 620216
4630 2653253 2033037 620216 620216
4640 2653253 2033037 620216 620216
4650 2653253 2033037 620216 620216
4660 2653253 2033037 620216 620216
4670 2653253 2033037 620216 620216
4680 2653253 2033037 620216 620216
4690 2653253 2033037 620216 620216
4700 2653253 2033037 620216 620216
4710 2653253 2033037 620216 620216
4720 2653253 2033037 620216 620216
4730 2653253 2033037 620216 620216
4740 2653253 2033037 620216 620216
4750 2653253 2033037 620216 620216
4760 2653253 2033037 620216 620216
4770 2653253 2033037 620216 620216
4780 2653253 2033037 620216 620216
4790 2653253 2033037 620216 620216
4800 2653253 2033037 620216 620216
4810 2653253 2033037 620216 620216
4820 2653253 2033037 620216 620216
4830 2653253 2033037 620216 620216
4840 2653253 2033037 620216 620216
4850 2653253 2033037 620216 620216
4860 2653253 2033037 620216 620216
4870 2653253 2033037 620216 620216
4880 2653253 2033037 620216 620216
4890 2653253 2033037 620216 620216
4900 2653253 2033037 620216 620216
4910 2653253 2033037 620216 620216
4920 2653253 2033037 620216 620216
4930 2653253 2033037 620216 620216
4940 2653253 2033037 620216 620216
4950 2653253 2033037 620216 620216
4960 2653253 2033037 620216 620216
4970 2653253 2033037 620216 620216
4980 2653253 2033037 620216 620216
4990 2653253 2033037 620216 620216
5000 2653253 2033037 620216 620216
5010 2653253 2033037 620216 620216
5020 2653253 2033037 620216 620216
5030 2653253 2033037 620216 620216
5040 2653253 2033037 620216 620216
5050 2653253 2033037 620216 620216
5060 2653253 2033037 620216 620216
5070 2653253 2033037 620216 620216
5080 2653253 2033037 620216 620216
5090 2653253 2033037 620216 620216
5100 2653253 2033037 620216 620216
5110 2653253 2033037 620216 620216
5120 2653253 2033037 620216 620216
5130 2653253 2033037 620216 620216
5140 2653253 2033037 620216 620216
5150 2653253 2033037 620216 620216
5160 2653253 2033037 620216 620216
5170 2653253 2033037 620216 620216
5180 2653253 2033037 620216 620216
5190 2653253 2033037 620216 620216
5200 2653253 2033037 620216 620216
5210 2653253 2033037 620216 620216
5220 2653253 2033037 620216 620216
5230 2653253 2033037 620216 620216
5240 2653253 2033037 620216 620216
5250 2653253 2033037 620216 620216
5260 2653253 2033037 620216 620216
5270 2653253 2033037 620216 620216
5280 2653253 2033037 620216 620216
5290 2653253 2033037 620216 620216
5300 2653253 2033037 620216 620216
5310 2653253 2033037 620216 620216
5320 2653253 2033037 620216 620216
5330 2653253 2033037 620216 620216
5340 2653253 2033037 620216 620216
5350 2653253 2033037 620216 620216
5360 2653253 2033037 620216 620216
5370 2653253 2033037 620216 620216
5380 2653253 2033037 620216 620216
5390 2653253 2033037 620216 620216
5400 2653253 2033037 620216 620216
5410 2653253 2033037 620216 620216
5420 2653253 2033037 620216 620216
5430 2653253 2033037 620216 620216
5440 2653253 2033037 620216 620216
5450 2653253 2033037 620216 620216
5460 2653253 2033037 620216 620216
5470 2653253 2033037 620216 620216
5480 2653253 2033037 620216 620216
5490 2653253 2033037 620216 620216
5500 2653253 2033037 620216 620216
5510 2653253 2033037 620216 620216
5520 2653253 2033037 620216 620216
5530 2653253 2033037 620216 620216
5540 2653253 2033037 620216 620216
5550 2653253 2033037 620216 620216
5560 2653253 2033037 620216 620216
5570 2653253 2033037 620216 620216
5580 2653253 2033037 620216 620216
5590 2653253 2033037 620216 620216
5600 2653253 2033037 620216 620216
5610 2653253 2033037 620216 620216
5620 2653253 2033037 620216 620216
5630 2653253 2033037 620216 620216
5640 2653253 2033037 620216 620216
5650 2653253 2033037 620216 620216
5660 2653253 2033037 620216 620216
5670 2653253 2033037 620216 620216
5680 2653253 2033037 620216 620216
5690 2653253 2033037 620216 620216
5700 2653253 2033037 620216 620216
5710 2653253 2033037 620216 620216
5720 2653253 2033037 620216 620216
5730 2653253 2033037 620216 620216
5740 2653253 2033037 620216 620216
5750 2653253 2033037 620216 620216
5760 2653253 2033037 620216 620216
5770 2653253 2033037 620216 620216
5780 2653253 2033037 620216 620216
5790 2653253 2033037 620216 620216
5800 2653253 2033037 620216 620216
5810 2653253 2033037 620216 620216
5820 2653253 2033037 620216 620216
5830 2653253 2033037 620216 620216
5840 2653253 2033037 620216 620216
5850 2653253 2033037 620216 620216
5860 2653253 2033037 620216 620216
5870 2653253 2033037 620216 620216
5880 2653253 2033037 620216 620216
5890 2653253 2033037 620216 620216
5900 2653253 2033037 620216 620216
5910 2653253 2033037 620216 620216
5920 2653253 2033037 620216 620216
5930 2653253 2033037 620216 620216
5940 2653253 2033037 620216 620216
5950 2653253 2033037 620216 620216
5960 2653253 2033037 620216 620216
5970 2653253 2033037 620216 620216
5980 2653253 2033037 620216 620216
5990 2653253 2033037 620216 620216
6000 2653253 2033037 620216 620216
6010 2653253 2033037 620216 620216
6020 2653253 2033037 620216 620216
6030 2653253 2033037 620216 620216
6040 2653253 2033037 620216 620216
6050 2653253 2033037 620216 620216
6060 2653253 2033037 620216 620216
6070 2653253 2033037 620216 620216
6080 2653253 2033037 620216 620216
6090 2653253 2033037 620216 620216
6100 2653253 2033037 620216 620216
6110 2653253 2033037 620216 620216
6120 2653253 2033037 620216 620216
6130 2653253 2033037 620216 620216
6140 2653253 2033037 620216 620216
6150 2653253 2033037 620216 620216
6160 2653253 2033037 620216 620216
6170 2653253 2033037 620216 620216
6180 2653253 2033037 620216 620216
6190 2653253 2033037 620216 620216
6200 2653253 2033037 620216 620216
6210 2653253 2033037 620216 620216
6220 2653253 2033037 620216 620216
6230 2653253 2033037 620216 620216
6240 2653253 2033037 620216 620216
6250 2653253 2033037 620216 620216
6260 2653253 2033037 620216 620216
6270 2653253 2033037 620216 620216
6280 2653253 2033037 620216 620216
6290 2653253 2033037 620216 620216

